age,gender,job_type,daily_social_media_time,social_platform_preference,number_of_notifications,work_hours_per_day,perceived_productivity_score,actual_productivity_score,stress_level,sleep_hours,screen_time_before_sleep,breaks_during_work,uses_focus_apps,has_digital_wellbeing_enabled,coffee_consumption_per_day,days_feeling_burnout_per_month,weekly_offline_hours,job_satisfaction_score
63,Male,Education,2.592036540059269,Telegram,55,6.585992867301736,3.606698726273978,3.530943601048167,6.0,6.858772645959489,2.053448055670043,5,False,False,2,31,8.379076654839048,3.248870844339164
29,Female,Unemployed,2.798364227189519,TikTok,49,7.398372047271748,8.798591457326138,7.413057779861909,7.0,5.132257497027124,0.0,7,True,True,2,15,12.61479099206645,6.270206467250105
25,Male,Education,2.985853794127031,Instagram,48,3.2843076989199256,7.736168711040902,,4.0,8.395491702994688,0.4962015818103634,4,False,False,0,25,6.924138135818872,8.076311127844429
18,Male,IT,0.3984019870253781,Telegram,46,5.0281173181948695,4.191562733539402,3.105692644231269,10.0,8.034070308898597,2.0938688728323003,6,False,False,1,7,18.408197628302005,1.9694820229453744
62,Female,Unemployed,1.7711879349156705,Facebook,53,9.70244898266936,8.58956287966106,,2.0,6.678127068333285,2.361783566107043,7,False,False,5,5,3.96248749267931,7.419905703799616
62,Female,Education,0.8560686412319427,Telegram,71,8.629551508160342,4.351541819821451,,9.0,7.294777835525595,1.5184219215912933,3,False,True,0,14,0.0,4.0645211808647685
27,Male,Student,16.492703597817545,TikTok,59,5.995947673836925,2.5438609289132925,1.8149067053937156,2.0,,1.917375466575076,4,True,False,4,8,12.514593392158782,1.928968985829369
59,Female,IT,3.9136707579746375,Instagram,60,6.673495277588787,5.198358058557053,4.423735928736424,2.0,6.140584794421863,0.0,6,False,False,2,30,12.645198626012531,2.735576404294019
32,Male,Unemployed,0.7429754150887771,Twitter,57,5.590815178513032,6.024277493540051,6.105582437017972,2.0,7.506671754639383,1.4996389749038372,0,True,True,5,21,9.038935628004255,6.326912836974684
20,Male,Student,2.2592456930352305,Facebook,48,8.112363361964977,5.873428421504821,5.8608982117952415,6.0,7.184979320679456,0.101256591945429,2,False,False,1,8,12.096646683798388,4.409968155860398
43,Male,Unemployed,3.668095121606648,TikTok,66,9.91458499827156,5.641296820147813,6.083172229385718,6.0,8.132817231069602,1.4505940309768155,7,False,False,4,9,2.9461172672840883,6.941265273521337
63,Other,IT,2.2558563014841138,Instagram,67,8.269663918630895,7.956273209505754,7.09409837736847,8.0,6.061689681074949,2.2766629144231,7,False,False,2,28,11.641319397130797,7.437441167483568
37,Female,IT,3.7686660095272826,Facebook,65,6.379792550796202,8.628962458531163,7.204650554609962,,8.822030611693783,0.2975693807399827,6,False,False,1,23,2.683607142755191,6.164049511807036
25,Male,Student,4.196439885341797,Telegram,59,11.50346398634615,3.200555206789614,2.2171853834184945,3.0,6.322203380286009,1.0857081939465416,4,False,False,3,26,17.24941733326369,3.525090108232942
51,Female,Student,3.849618032622487,Instagram,51,7.534382192187213,,1.1988619807016896,9.0,9.93972114322277,0.1526734342418173,4,False,True,2,11,10.418491959346388,0.3938817625379649
54,Male,Unemployed,0.225254296209687,Twitter,67,6.40499733926382,5.869630871297192,4.974112514460039,3.0,5.722932218860787,1.5250410067140834,7,False,False,3,11,0.0,5.259181321240624
30,Female,Finance,2.7890109742103792,Twitter,58,7.568956432369703,4.013510458968507,,6.0,3.0,0.976379914394057,2,False,False,1,7,12.482225694878728,6.357464012574811
33,Female,Unemployed,5.55094058727696,Facebook,60,6.870019510331998,8.656537922304397,7.184685089524892,7.0,4.829027901044642,0.4206840835001093,5,False,False,2,13,12.754328337720464,6.257521774890816
62,Female,Unemployed,1.6335436747862726,Facebook,46,8.67045105597214,7.40105485892689,6.742982713522989,6.0,6.706640928196701,0.638003503966829,9,False,False,0,21,3.165737690731743,7.020894715685282
46,Male,Education,0.0087458512587317,Telegram,69,7.054206831887989,6.053189101726939,5.269997851976647,7.0,9.305430016598496,0.1509066946310022,5,False,False,0,25,1.8001648076315533,6.369454945063913
36,Female,IT,2.755316508670812,Telegram,62,5.985673462215405,8.942075284543348,8.078819679269191,5.0,7.224676527629136,0.4999773294214044,4,True,False,3,4,19.410092328547226,9.03336123364106
44,Male,Student,4.408875961651683,Telegram,62,7.29527398505534,2.3540798667366785,2.9203522291550503,8.0,8.147614941864639,1.2098922651915371,8,False,False,3,15,14.54079170216902,3.353225290276221
25,Male,Student,0.0,Facebook,67,5.971919545400976,5.96533430343678,5.85077558538719,8.0,8.79179528439469,1.1265440107880418,9,False,False,0,23,8.901965071799706,
57,Female,Student,2.8657742914080018,Facebook,63,6.348020949168103,7.143490461489107,7.044130003350038,5.0,7.721052817292935,0.975073454973918,3,True,False,4,25,18.29127004454473,6.396982088429192
41,Male,IT,0.0,TikTok,63,5.660238655892189,2.1392869691914247,2.992223798897103,8.0,9.743603624955789,,6,False,False,2,31,7.46995440645464,2.927793129423263
58,Male,Health,1.2920607531906554,TikTok,61,6.512317876712948,4.203005237505872,3.909338045710807,8.0,6.412856117492566,1.0379356038424925,7,False,False,2,3,14.839309071756729,4.185604365908503
58,Male,Health,0.032802714183413,Instagram,53,5.572570811596963,5.357961218673603,4.458225493434513,9.0,7.558362452756364,0.0,6,False,False,1,13,16.888504442252838,
27,Female,Education,1.7237329071154124,TikTok,71,10.350130250290022,2.1911514401461303,1.244677696349601,3.0,7.698507728539115,2.1014824302596664,2,False,False,4,9,14.79894476774696,
23,Male,Health,7.3791783056552305,TikTok,60,7.033053731128713,6.873193973714016,5.98579564741897,4.0,5.88039735469274,1.7086861020097197,10,False,False,1,24,0.0,6.651354581856328
24,Male,Student,2.026124409374299,Telegram,53,6.636962741010697,6.235504564168743,5.469529397273851,5.0,4.034364142665625,1.8665464807332144,7,False,False,2,3,0.0,6.297609141036422
47,Female,Unemployed,,Instagram,53,8.618621089716335,5.161142959428844,4.229586901435487,1.0,7.129964064642393,1.524704288374272,5,True,False,1,19,14.72518269897099,4.716316826242415
20,Female,IT,3.514781434797146,Twitter,54,9.26280231188037,6.363667597994095,6.040922179330936,5.0,9.288375460688552,0.8605436475075012,1,False,False,3,28,12.417447509860867,4.204863290661149
61,Female,IT,2.2897137889691583,TikTok,49,7.781808566076904,8.977948595836422,7.143964525023262,,7.675055117656872,0.9439814910803648,1,False,True,3,25,15.18202793188454,
18,Female,Student,6.013504415025793,TikTok,73,10.16063508508174,4.538414131148906,3.688929754394653,7.0,4.758196208877267,0.8621103884234222,8,False,False,2,4,1.7431719229298643,2.9910442570227183
35,Male,IT,3.2146409233043487,Telegram,56,5.826040115774879,4.996510960998839,3.024421637145159,9.0,6.018346525126908,1.0888674074636095,2,False,True,2,28,14.719073654151428,
44,Male,Unemployed,1.1526671844482257,Facebook,63,5.4329187842698845,8.965858974159978,8.643723450338195,6.0,7.276136224350389,0.1713552386691023,5,True,False,4,0,0.0,9.196964410178657
18,Male,Student,2.742897990969625,TikTok,73,7.632589401730524,,3.050223733599581,2.0,7.733405939015245,0.9352086159045284,7,False,False,3,14,19.410587974667145,3.3608118820716992
35,Female,Health,,Instagram,51,6.325689240016592,2.38102647203285,2.49043180555309,9.0,7.815741989680005,0.1992264135378311,3,False,True,2,24,0.0,1.683782899115895
30,Male,Student,4.9148532859092136,Facebook,68,7.851342442664028,3.2218232469484502,3.01874749513708,1.0,6.719073953104681,0.0,1,False,False,1,28,13.987687367168537,4.462910708301017
20,Male,IT,1.133469589125374,Telegram,54,5.7914317801415045,,7.149023122931571,3.0,3.9601568964353735,0.9911613436720896,9,False,False,1,11,6.450721023594943,6.863859301239181
35,Male,IT,1.4427597804825183,TikTok,57,6.767213377483039,7.953914796814301,7.159492465395042,,,1.4127431463819238,2,True,True,3,1,5.020328003883972,7.302808843700493
32,Female,Health,5.752067068748028,Telegram,70,6.390111567234166,8.224364134577463,7.16868519773631,10.0,5.8484422191588274,0.6566131550025905,8,True,False,2,29,10.41466689589856,7.4772406545783054
44,Female,Health,1.2201761560520312,Twitter,57,4.265695802991484,2.232337727543608,1.8055976399229103,2.0,,1.9755740268341349,7,True,False,1,24,0.8408337044768732,4.407089217142135
30,Male,Finance,4.619563749693627,Telegram,68,4.7066095446459615,4.285958701901434,3.5804299292374475,4.0,6.721448436475026,1.7735830510332509,1,False,False,0,30,15.610562377939363,2.570004299141444
20,Female,IT,4.334800314857752,Telegram,56,6.329876143919469,5.606148211555773,5.443811210166187,9.0,7.566670391096332,,8,False,False,2,3,12.221245695052223,5.974109775032568
56,Female,Health,2.424859102894366,Twitter,70,6.490394934773474,7.185933503188822,7.25041033351489,8.0,6.916290371434924,1.2522810648792204,10,False,True,8,20,2.808418525930649,8.551802658679788
44,Other,Student,6.809524416126277,Telegram,82,4.703020226377245,7.432804038337117,6.974912668742618,2.0,6.575801268996235,0.5681341233027011,2,False,False,1,1,8.232473714120971,6.957549595156758
31,Male,Unemployed,3.904765086246097,Facebook,59,3.191734319559208,3.2753697876738257,3.09561739315978,1.0,8.044677610787248,2.131777529955459,9,True,True,1,18,7.868843798692993,2.825720066351389
55,Male,Student,2.3151981910211736,Instagram,69,4.147402014055584,2.023989053592058,1.7587330633592586,,7.84756668702915,1.5232118350856123,8,True,False,2,12,3.35025602498008,3.028599138373488
31,Male,Unemployed,0.0,Telegram,63,5.608659829638188,6.258690662324953,5.492804239804957,1.0,8.275899755445165,0.2662476585358121,8,True,True,1,17,13.858805322525344,5.535787436241868
28,Female,IT,1.3199846840715763,Instagram,63,6.7464226449571045,2.6111685017972395,1.181588505086912,1.0,,0.3924742100897522,9,False,False,5,12,0.0,2.8103861097690275
60,Female,Finance,1.187137674801709,TikTok,49,4.122262969954987,7.365472916503089,6.882906562030918,7.0,7.880095237434292,0.0,0,False,False,0,17,19.30565913039197,6.75842989529504
27,Female,IT,,Twitter,47,4.627178781196547,5.892608724976563,5.553557046155441,3.0,5.842246805065758,2.618160063288689,4,False,False,1,10,8.095754053265214,6.845356499356052
38,Female,Student,3.1278469383315377,Instagram,79,8.003909122630066,3.603792508318058,4.179560487281005,3.0,8.027190849615657,0.0747310371805014,8,False,False,0,20,0.0,3.135391308996668
34,Female,Unemployed,5.093074970488071,Twitter,60,6.252863879776473,7.693349744371302,7.635486616872995,10.0,4.9889376548375095,1.4707615496335364,1,True,False,0,1,11.775720072413275,7.49470679870622
41,Other,Finance,,Twitter,43,5.652165623128752,3.255629781572993,2.809212012956413,10.0,6.006469507231134,0.9157886057772586,1,False,False,5,25,0.0,3.617464802394293
53,Female,Unemployed,3.665461282205551,TikTok,55,7.46895799340624,8.302377800483626,7.144240442537235,3.0,10.0,1.7999488749876855,10,True,True,1,3,14.17936229317766,7.397074392794783
35,Female,Education,5.71631695229847,Telegram,62,9.573788827079138,7.897876188811526,6.094430848463015,8.0,7.571044485217918,0.2915569789122553,7,True,False,3,2,3.166010903834372,5.341576965775252
56,Male,Education,5.465977058235346,Instagram,55,9.589979693800007,2.4027445324075245,1.9632314846147725,3.0,6.163052225912147,0.0,8,False,False,2,8,5.686410547110879,1.3780338887450996
44,Male,Health,4.09321961790126,TikTok,60,4.30652797095704,,,4.0,9.496425319651426,1.3319985585710492,10,False,False,2,4,9.395689661064772,6.904003574858276
24,Female,Education,5.15114712227332,Twitter,55,6.266727665531284,4.485124537214533,4.233281312169064,10.0,3.141925820909,0.9047855383418724,4,False,False,4,12,0.0,3.2799455051783664
30,Other,Unemployed,1.920574147973117,Telegram,63,7.147987019681134,6.916325017922369,6.034077582530905,6.0,5.140078156691606,1.2444132150958511,3,True,False,1,0,4.878098920734593,6.184752057559416
59,Female,Student,,Telegram,73,6.496519440592499,3.114603624780942,2.654542027243649,4.0,6.060539558740975,0.816342231971038,10,False,False,0,3,13.537280206850197,2.437453145277725
19,Male,Health,4.99265965252256,Facebook,68,7.038424384789286,,7.301940614860652,5.0,5.626305084280088,1.9792771579053088,0,False,False,1,29,14.166085818031863,7.726631483463638
25,Male,Student,3.523392309147844,Facebook,62,8.383231539261587,4.397075957093756,4.207114648635785,6.0,7.157798408646479,1.2058651518613015,5,False,True,8,30,14.779011450818524,4.419942328890027
22,Female,Health,4.110773344651651,Facebook,51,6.167473093470772,5.93535428614632,5.603893560596186,4.0,7.629970687741717,,7,False,False,3,18,17.900188679164756,4.428825025011997
33,Male,Health,,Instagram,57,4.445819821681031,2.867516352360441,2.7660946828217696,2.0,5.204044291241717,0.9034502345609676,4,True,False,2,10,0.0,3.640210234131045
57,Male,Finance,2.761330903889967,Twitter,64,6.312040808193333,6.85391316477264,6.291610629597728,4.0,5.749269195458939,0.1284207071159329,0,False,True,2,12,0.0,6.295456742615934
37,Other,Health,5.247393089904374,Facebook,51,8.39281419916502,2.798767083403124,,1.0,7.8853754479005,1.0392627545358926,9,True,False,0,3,17.493996725136252,4.087433458991138
39,Male,Education,2.498825094219043,Facebook,65,7.7889730039216865,3.4000318753793373,2.779383322855057,9.0,5.827476194302723,1.2978391735729915,3,True,False,1,13,22.034746826981863,2.589780091093286
35,Female,IT,,Telegram,63,7.337697692643042,8.669495369107624,7.131218174068989,3.0,7.665680068194156,0.0,1,True,False,4,20,15.378016249222746,9.28541525837431
32,Male,Finance,3.381773272635593,Twitter,65,6.596336252410261,2.9377527799507086,1.7231406832804748,6.0,5.927247454921835,0.4450121749625517,7,False,False,1,9,11.096292796941505,2.5024202686331263
41,Female,Education,2.476282930217644,Facebook,62,5.183984559619953,7.414257756675079,7.423840068032959,8.0,7.070633313566239,1.0315071389959647,10,False,False,3,22,22.43234072047047,
43,Female,Student,5.441480451520891,Twitter,60,7.731452940089563,7.040651516293498,7.099438999186663,6.0,8.2877491836285,0.9059495442253228,0,False,False,3,25,24.505259340547436,5.369303727840388
56,Male,IT,4.652318793425193,Instagram,61,6.099221297718593,,3.6436276747461966,3.0,9.328521066969309,1.7888863944372853,10,False,True,3,0,2.76757200512234,3.01745114931004
55,Female,Health,0.0,Instagram,67,7.49346964466619,7.437218573164189,6.601771795449477,3.0,5.591755494321464,0.6734630630161229,1,True,False,2,17,0.099785768911941,6.5430082978267565
28,Female,IT,1.4984420287196285,Twitter,60,6.268167574425454,8.840825647297617,8.172520221031242,2.0,6.730491905591292,1.5539072376288448,3,False,False,3,10,15.20819210541809,8.731197117329767
51,Female,Education,0.8518986760300389,TikTok,54,6.901883807259378,4.050607829250152,3.3180123054677804,,6.582532076395727,1.958926608460484,10,False,False,0,7,18.39219858656226,5.2115400687717885
19,Female,IT,5.386655224170778,Telegram,53,9.61417215912073,4.024837234457956,3.9418065602194874,8.0,7.674593597438776,1.690535449461627,9,False,True,1,23,7.741713595987564,2.697391202736946
33,Female,Education,2.2689273130793577,Instagram,57,9.460924659273289,8.687456367446625,8.190275945396957,3.0,9.256075950553546,0.0,7,False,False,3,27,7.641099929268002,7.674035692484874
35,Female,IT,,TikTok,55,7.166714943667924,4.984216690116309,4.741293788844683,,8.035935765493576,1.0897130756915392,7,False,False,2,19,9.320976557747516,4.661170679996348
60,Female,Education,4.2156183683370845,Facebook,58,6.456666031354995,3.794948333125319,,5.0,7.169628506862226,0.4734687904859198,6,True,True,2,14,19.51147795132724,4.597439585706719
19,Male,Finance,4.253328232204632,TikTok,53,5.118376793307421,6.332695258385922,,7.0,5.867751530105306,,3,False,True,3,25,18.60377333226592,5.7455196299929
30,Male,Education,7.980700395702608,Twitter,59,8.58068617351202,4.363276922041378,3.450988987337285,7.0,,0.9624206904737078,7,False,True,2,19,11.814874722693173,2.997212581040586
34,Female,Education,2.209890458481876,TikTok,52,10.27292219520478,5.940896540267206,5.310708855209875,6.0,7.776054383137572,2.676883694609604,9,False,False,3,0,8.808904074138782,6.960818025597648
50,Male,Finance,3.1838823667281533,Instagram,70,4.951546162675015,4.445974865685341,3.642790621577294,5.0,6.3913999805876776,0.2310514581495854,1,True,False,2,22,6.041728289466625,5.854497835233062
44,Other,Unemployed,4.288387954892466,Facebook,71,7.189602177724927,2.451384231843856,2.218144105209394,7.0,7.466419589413332,1.5427148126600478,1,True,False,2,3,20.6657189718156,2.949837021492431
45,Male,IT,3.9619543553171503,Telegram,62,8.434264375432477,3.819373172022538,2.6989655850450878,8.0,8.06761951251727,0.8732294815274395,7,False,True,1,0,3.9617993613867393,2.472156902906168
26,Female,Student,5.602203282031239,Telegram,64,5.1543549105318975,7.984580093871231,6.830555130601322,4.0,8.273254830323951,0.445574535361164,9,False,False,2,22,6.499311434134079,6.383189260492881
29,Female,Unemployed,4.092070877376404,Facebook,58,8.204909499993287,,6.034620279674015,3.0,5.368346164405988,1.6552834609780969,0,False,True,4,24,7.816210125732269,7.85095484263522
26,Female,Finance,2.219889816298763,Facebook,54,2.906014097391946,2.350588481884089,2.0022479696031543,3.0,5.876628091298549,1.0239682971463184,3,True,False,2,31,0.0,2.3842366964470565
29,Male,Education,2.9214405419195,Facebook,64,6.28513594383863,6.798888611580648,6.982303031247946,6.0,5.93319133925135,0.9087523830279788,0,False,False,3,31,8.635238511998187,7.462737255040455
46,Female,Education,17.754817239510764,Twitter,51,5.300536649685878,3.852291752822506,3.465319426598577,7.0,8.379738719779425,0.7854638379570652,8,True,False,3,11,14.437137686552948,5.172749685885584
27,Female,IT,5.69980238463334,Telegram,61,6.642797641400213,6.493102422544031,4.983994554750617,1.0,6.054786028594589,1.3878084721284707,3,False,False,1,3,20.6878666033535,5.651015603243406
46,Male,Unemployed,4.06508522193776,Twitter,73,10.54157475277236,3.517569419750372,3.2460577097642065,9.0,5.359603404636742,0.3686935573309385,5,True,False,2,18,0.0,5.499766508017199
52,Male,Finance,3.3293776530769192,Twitter,53,9.606025786907978,2.8899992810516117,3.336468389545277,8.0,3.5872567397854507,1.8156936253866167,3,False,False,1,7,0.0,
43,Male,Education,6.5915040632581245,Instagram,55,8.373315048701976,8.970746616682616,8.328608613132475,4.0,9.648580320648332,0.982022504616925,5,True,False,2,16,5.264221148757239,8.234317959494234
34,Male,Education,2.535460573105573,Twitter,55,6.805083236013003,5.385888985488445,4.587197266149582,5.0,3.791714817841632,0.0076963673674423,1,False,False,2,14,34.47313574644879,3.60772827710871
20,Female,Student,1.8231224192822717,Twitter,59,3.660904216753876,3.3154987384071952,3.5212323499870126,1.0,5.251792404933553,1.3265072326784022,4,False,False,2,6,5.812245821213978,2.997908969313961
60,Male,Education,4.2357733663722215,Telegram,58,7.787506942166063,2.766951275954085,1.8697986995142344,6.0,5.827737038119047,1.6234536504811934,6,False,False,2,24,9.669888598028962,1.1166940776420178
60,Male,Student,2.78550589529515,Twitter,68,4.0863933266474906,6.60113116087753,5.63916085156743,1.0,7.115863497482837,,3,False,False,4,31,20.19088319408614,6.389377585190486
42,Male,Unemployed,2.6890199965556008,Twitter,67,6.795657661145301,,7.501189310384405,6.0,9.065739000614396,2.350500979562709,6,True,True,0,0,17.940093794378548,8.855611026543757
22,Female,Health,2.495299746395108,Telegram,67,7.686821778616588,4.947571564371746,,10.0,7.367224386355282,0.72699017095768,2,False,True,5,25,1.8962837165169173,5.196680451981487
43,Male,IT,2.6095715342574826,Twitter,63,8.190434566133783,8.564038867386621,8.149083100704429,,6.312590711213264,2.2165831764748773,7,False,False,2,16,9.139203592559234,
42,Female,Education,3.671623260441813,Facebook,58,6.682190954607316,3.5748447241503944,2.948520874511921,5.0,7.776135965466187,1.3063415906477562,6,False,True,2,22,8.360611309391718,
20,Female,Health,,Twitter,52,6.506186531201759,2.1520352877487,2.0165919633301184,10.0,5.549673173543769,0.0,6,True,False,1,24,8.692913285894134,3.0274991888688576
28,Female,Education,3.685780961450725,Facebook,54,4.048630068798962,5.892672422929977,,,5.062444362663099,0.2787791428673759,10,True,False,3,23,0.0,
27,Male,IT,2.7733166542688297,TikTok,70,8.490711638220521,7.678434606853049,,3.0,6.410823036378041,0.5034701538992548,7,True,False,1,30,9.252653277042786,8.03309913731412
53,Male,Unemployed,0.0951197536853403,Twitter,78,5.5817957292204765,5.303888584735299,4.859797285869276,4.0,8.101790661138311,0.4819238419292316,6,False,False,0,0,17.668119324853016,4.140921713030926
52,Male,Finance,0.0,Instagram,59,7.973670449193516,3.452768886876366,3.279649474015404,9.0,5.904663302411327,0.0,7,False,False,1,5,4.782953201479267,3.9331665536188423
55,Male,Education,5.1519889220054935,Facebook,50,6.461701269495693,2.843968990142772,2.4352404836005213,1.0,4.90827938654025,,0,True,False,3,13,11.247719854135385,
54,Male,IT,5.50359554971644,Telegram,63,8.069005744668717,8.977583219119545,7.922690769067543,2.0,4.72240172003887,1.4338899108779375,3,False,False,1,24,10.572616985154497,8.884559300346844
52,Male,IT,3.786909270696608,Facebook,62,6.339423017728905,3.2871406246449446,3.102120392970052,2.0,5.122736426625988,0.2250789264066026,2,True,False,2,7,10.049957256286776,2.954871054129136
55,Female,Finance,2.1436934334317987,Instagram,73,8.128102521774398,3.727549649959261,3.469161904450536,1.0,,1.3277832631544055,6,False,False,0,29,3.1803456315127416,
57,Male,IT,,Facebook,61,6.607586476895516,6.456900469595304,6.078545308355498,6.0,8.292643172484105,1.2707487142174627,6,False,False,2,7,13.82234211063163,5.543530464920315
54,Male,Finance,0.0,Facebook,63,9.06120735464518,7.375488582178872,,4.0,7.3888577495907715,1.7835571456220385,0,False,False,2,18,6.533221479452204,7.027477496318625
20,Male,Health,3.251132574640738,Instagram,61,5.753635618741066,7.689652412090119,6.2707208960208245,2.0,5.223431048848921,1.086586517309928,10,False,True,2,8,16.87579520238597,5.818817995044353
28,Male,Student,3.2902831037087825,Twitter,70,7.500006425167563,6.002878536915183,5.867846330430002,3.0,,1.6799720253682344,1,False,True,4,24,8.8130511705438,6.087782449836533
19,Female,IT,3.2581055212017604,Facebook,64,5.8124147866379605,,,6.0,8.051459354623045,1.083570450602609,1,False,False,3,7,23.32211592660513,2.546684243423513
32,Female,Finance,4.364207865297955,Instagram,60,4.349011025597715,7.230154198218463,6.080714519678501,2.0,3.4614493546006075,0.7277904032859476,9,False,False,2,4,14.727332257924376,6.167446516730895
20,Female,Education,1.2914614391610135,Twitter,55,6.02532318390382,4.698692418500578,3.833031022455179,4.0,4.163853554615486,,8,False,False,0,21,5.194874276446121,5.565545185838779
44,Male,Unemployed,0.135183202297251,Facebook,61,5.22807991823894,8.681803872586173,8.268421662347349,10.0,7.648820182716034,1.1619494332679414,2,False,False,3,1,18.106369052603725,9.918423285123865
45,Male,Student,1.130999767637608,Instagram,49,7.149916120342452,8.084851117914642,7.139557380878083,4.0,3.964990345289968,1.631205104686437,3,False,False,1,31,2.7673273383091,7.313598585267782
32,Male,IT,2.290938285563112,TikTok,70,6.761269892508892,5.833123194280947,4.62021309400077,9.0,8.52384944712951,1.2628549219564502,8,True,False,1,28,5.433979810405316,5.581471665880882
48,Female,Student,4.547907381372235,Telegram,61,9.088146188207087,6.406943824902595,5.305937045496744,,5.728316446477357,0.6350046134946656,7,True,False,4,17,0.0,5.6070102136717415
61,Male,Student,0.1071043926172454,TikTok,62,12.0,8.496693205623014,8.244683436271275,5.0,7.81804867942329,2.058839278221838,2,False,False,4,8,0.0,7.503521007741358
18,Male,Unemployed,3.4918173130204595,Facebook,50,10.158336878349408,8.793041541849178,7.906643847027071,4.0,5.502340432677428,2.1804515389163983,0,False,True,4,29,7.2268058504321955,8.401882781876814
26,Female,Unemployed,4.000194795305446,Instagram,54,5.287891671258504,5.5144112766295965,5.18654100109233,2.0,6.833367791552044,0.2666210380036697,9,False,False,3,27,8.732624310738506,5.096474521858382
55,Male,Health,2.295543047514271,Telegram,57,6.541993593615107,2.944530176048208,2.358208857330148,7.0,6.768198414332135,1.2385128670601149,9,False,False,5,3,16.92204843867501,
32,Female,Health,2.5776672005159047,Instagram,56,8.102534273282416,7.063575920585567,6.08757471948868,5.0,8.64190408380233,0.5169602303381388,7,False,False,2,16,17.951641573653603,6.05806774974873
39,Female,IT,5.383803138420122,Telegram,67,7.777977013898465,7.963563407982876,7.245842427772242,6.0,6.412931530213826,1.123923090457403,10,False,True,3,28,16.709208200067717,7.812474323004468
62,Male,Health,4.076585783838173,Twitter,70,9.282465175763427,5.763739909194515,4.519726840677392,4.0,6.6728948436898285,1.582090165413649,10,False,True,2,1,11.044286748739648,3.360022847287807
28,Female,Education,1.6929253886842608,Telegram,69,5.063668977220026,,1.9151786460034848,6.0,6.141198488715552,0.9414992178024684,8,True,False,2,9,20.46236438385569,3.391576655183931
62,Female,IT,2.9135022343639654,Telegram,62,9.171144975407822,,4.444500044816676,10.0,7.830766616112108,1.5897144734707012,7,False,False,0,12,2.4520720805443323,4.088541269153733
43,Male,Health,3.67207305290988,Instagram,61,4.240544638611107,7.984814962139257,7.687652540273197,1.0,,1.0843449178498066,10,True,False,5,18,13.9174847265662,
50,Female,Unemployed,1.3509250339476435,Instagram,52,6.4897996728729295,2.335727717248519,,10.0,8.260847227194494,0.7477550905056972,7,True,False,0,31,20.75175503964728,4.088755526729382
18,Female,Student,0.9532907354985124,Facebook,53,7.218550182482588,3.9177928023398487,3.1111296054386264,5.0,7.730089010020597,0.1797939300178894,10,False,False,2,6,3.353219576854284,5.135343860803125
43,Male,Health,3.038378545666152,Twitter,61,5.80906675299989,3.622400826482828,2.7276341387791376,10.0,7.741408176101057,2.3294213633843746,1,False,True,1,25,11.908319302145609,1.4734521422529794
43,Female,Finance,1.633177681621461,Facebook,70,6.014820434505664,4.820232494050325,,8.0,4.901512223546478,1.5059267977574646,9,False,False,2,19,17.06004689383343,5.139339089784919
58,Female,IT,2.929823832163318,TikTok,66,7.015138381518802,8.371328602761267,6.523140146381008,1.0,5.561732350005941,0.8775869789734956,10,False,False,4,9,0.0,5.827916980053185
18,Female,IT,0.6290841507644807,Telegram,51,7.900891169714261,3.439820932853384,2.91601561428474,3.0,6.2741927261009085,1.7929114748558916,4,False,True,3,21,4.036106668252491,3.7870840550642058
54,Male,Student,5.542921437377036,Telegram,64,7.091895687879329,8.902181875080597,,10.0,5.172116986225851,0.1398505441305536,4,True,True,1,23,9.452431755932857,10.0
35,Male,Education,1.1997916472063272,Telegram,65,8.082228720273438,4.452691783442705,4.1980684193515305,10.0,5.8002662369083104,1.3730789204368072,4,False,False,1,11,5.951070315422265,2.809369014994461
64,Male,Health,4.481777920850595,TikTok,64,10.336505487107258,8.316174663113511,7.432243684400022,4.0,5.809450952832042,1.8000435291000434,9,False,False,0,13,22.73517597169352,6.369507727491442
34,Female,Education,3.0316995138642957,Instagram,54,2.4709364648326035,5.843763994373934,4.973130264909489,8.0,5.53834959974611,,7,True,False,5,10,13.635592601472757,5.571877223875408
31,Male,Unemployed,,Telegram,56,4.359893701110707,5.70455035081689,4.387363732442091,8.0,3.765076280228732,0.4292823953261167,1,False,False,1,2,7.249601193086568,4.2376583787523545
18,Female,Unemployed,0.7842892660830523,Instagram,53,9.508617702484557,2.1866542006926157,2.3545937068444327,7.0,4.426717001408614,,1,True,True,0,31,23.89801740376991,1.5062012370769566
44,Female,Health,3.729514187836532,Facebook,67,3.52483607481868,3.0896046760550107,3.004531470370701,2.0,7.455824467134968,1.0878488056236946,2,True,False,1,4,7.483736344236087,2.410091228414851
32,Female,Health,4.62777610981852,TikTok,71,5.399029073823028,5.471198526064647,4.65886084936136,5.0,8.603315636435116,1.7087532830975978,10,False,True,5,0,12.444158630640324,5.9900627697229325
28,Male,Unemployed,4.217049781619117,Twitter,53,6.506701840496411,7.473788974312679,,3.0,6.134669420532873,1.1057767910049987,6,False,True,4,22,4.958107912918406,7.817380865090143
41,Male,IT,2.812545744171834,Twitter,65,5.2753358045600764,8.506981455087633,7.604732689645799,,9.345664207979414,1.2370528764372692,4,False,False,2,6,2.921400723658244,7.758386951221425
45,Female,IT,2.382116373464444,Instagram,67,6.324882621148308,7.916126202709076,7.183426203256725,4.0,5.776849918334736,1.3717855920579414,9,False,False,2,30,5.772898705675378,7.522345426609834
